id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v1-1332-0,ALOST,"*​ ALOST, ville des Pays-bas, dans le comté de Flandre, capitale du comté d’Alost. Elle est sur la Dendre, entre Gand & Bruxelles. Lon. 21. 42. lat. 49. 55.","[[""49 55' N 21 42' E""]]",,49 55' N 21 42' E,49 55' N 21 42' E
v1-1368-0,ALTENBOURG,"*​ ALTENBOURG, ville d’Allemagne, avec un Château, dans le cercle de haute-Saxe & dans la Misnie, sur la Pleiss. Long. 30. 38. Lat. 50. 59.","[[""50 59' N 30 38' E""]]",,50 59' N 30 38' E,50 59' N 30 38' E
v1-1379-0,ALTEX,"*​ ALTEX, ville maritime d’Espagne, au Royaume de Valence, sur la Méditerranée. Long. 18. 4. lat. 38. 40.","[[""38 40' N 18 4' E""]]",,38 40' N 18 4' E,38 40' N 18 4' E
v1-1415-0,AMADIE,"*​ AMADIE, ville d’Asie, dans le Curdistan, sur une haute montagne. Long. 53. 30. lat. 36. 25.","[[""36 25' N 53 30' E""]]",,36 25' N 53 30' E,36 25' N 53 30' E
v1-143-0,ABNAKIS,"*​ ABNAKIS, s. m. Peuple de l’Amérique septentrionale, dans le Canada. Il occupe le 309. de long. & le 46. de lat.",[['46 N 309 E']],,46 N 309 E,46 N 309 O
v1-1433-0,AMANCE,"*​ AMANCE, bourg de France en Lorraine sur l’Amance, ruisseau. Long. 23. 57. 9. lat. 48. 45. 5.","[['48 45\' 5"" N 23 57\' 9"" E']]",,"48 45' 5"" N 23 57' 9"" E","48 45' 5"" N 23 57' 9"" E"
v1-1496-0,AMBERG,"*​ AMBERG, ville d’Allemagne dans le Nordgow, capitale du haut Palatinat de Baviere, sur la riviere de Wils. Long. 29. 30. lat. 49. 26.","[[""49 26' N 29 30' E""]]",,49 26' N 29 30' E,49 26' N 29 30' E
v1-1576-0,AMERSFORT,"*​ AMERSFORT, ville des Pays-bas, dans la province d’Utrecht, sur la riviere d’Ems. Long. 23. lat. 52. 14.","[[""52 14' N 23 E""]]",,52 14' N 23 E,52 14' N 23 E
v1-1597-0,AMIENS,"*​ AMIENS, ville de France, capitale de Picardie sur la Somme. Long. 20d2′4″. lat. 49d33′38″.","[['49 33\' 38"" N 20 2\' 4"" E']]",,"49 33' 38"" N 20 2' 4"" E","49 33' 38"" N 20 2' 4"" E"
v1-1643-0,AMORGOS,"*​ AMORGOS, ville de l’Archipel, l’une des Cyclades. Lon. 44. 15. lat. 36. 30.","[[""36 30' N 44 15' E""]]",,36 30' N 44 15' E,36 30' N 44 15' E
v1-1840-0,ANCENIS,"*​ ANCENIS, (Géog. mod.)​ ville de France dans la Bretagne sur la Loire. Long. 16. 28. lat. 47. 22.","[[""47 22' N 16 28' E""]]",,47 22' N 16 28' E,47 22' N 16 28' E
v1-1857-0,ANCLAM,"*​ ANCLAM, (Géog. mod.)​ ville d’Allemagne, dans le cercle de haute Saxe & le Duché de Poméranie, sur la Pêne. Long. 31, 55. lat. 54.","[[""54 N 31 55' E""]]",,54 N 31 55' E,54 N 31 55' E
v1-1889-0,ANDERNACH,"*​ ANDERNACH, (Géog. mod.)​ ville d’Allemagne dans le cercle du bas Rhin & dans l’archevêché de Cologne, sur le Rhin. Long. 25. lat. 50-27.","[[""50 27' N 25 E""]]",,50 27' N 25 E,50 27' N 25 E
v1-1910-0,ANDRIA,"*​ ANDRIA, (Géog. mod.)​ ville assez considérable d’Italie au royaume de Naples dans la terre de Bari. Long. 34. 3. lat. 41. 15.","[[""41 15' N 34 3' E""]]",,41 15' N 34 3' E,41 15' N 34 3' E
v1-1963-0,ANGHIERA,"*​ ANGHIERA (Geog. mod.)​ petite ville d’Italie, dans le duché de Milan, sur le bord oriental du Lac majeur. Long. 26. 5. lat. 45. 42.","[[""45 42' N 26 5' E""]]",,45 42' N 26 5' E,45 42' N 26 5' E
v1-1989-0,ANGOURY ou ANGORA,"*​ ANGOURY ou ANGORA, (Géog. anc. & mod.)​ ville d’Asie dans la Natolie, appellée autrefois Ancyre. Long. 50. 25. lat. 39. 30. Ses chevres donnent un poil très-fin, dont on fait de beaux camelots. Ce poil passe à Smyrne, où les Anglois, les Hollandois & les François s’en pourvoient.


Ces chevres sont peu différentes des chevres ordinaires : mais leur poil est blanc, roussâtre, fin, lustré, & long de plus de dix pouces : le commerce en est très-considérable.","[[""39 30' N 50 25' E""]]",,39 30' N 50 25' E,39 30' N 50 25' E
v1-2202-0,ANTIOCHETTA,"*​ ANTIOCHETTA, (Géog. mod.)​ ville de la Turquie Asiatique, dans la Caramanie, vis-à-vis l’île de Chypre. Long. 45. 45. lat. 36. 42.","[[""36 42' N 45 45' E""]]",,36 42' N 45 45' E,36 42' N 45 45' E
v1-2518-0,APT,"*​ APT, (Géog. anc. & mod.)​ autrefois Apta Julia, ville de France, en Provence, sur la riviere de Calaran. Long. 23. 6. lat. 43. 50.","[[""43 50' N 23 6' E""]]",,43 50' N 23 6' E,43 50' N 23 6' E
v1-2615-0,ARAUCO,"*​ ARAUCO, (Géog.)​ forteresse de l’Amérique méridionale, dans le Chili, à la source de la riviere de Tucapel. Long. 309. lat. 42. 30.","[[""42 30' N 309 E""]]",,42 30' N 309 E,42 30' S 309 O
v1-2629-0,ARBERG,"*​ ARBERG, (Géog.)​ ville de Suisse, dans le canton de Berne, dans une espece d’île sur l’Aar. Long. 24. 45. lat. 47.","[[""47 N 24 45' E""]]",,47 N 24 45' E,47 N 24 45' E
v1-2640-0,ARBOIS,"*​ ARBOIS (Géog.)​ petite ville de Franche-Comté, entre Salins & Poligni. Longitude 23. 30. latitude 46. 55.","[[""46 55' N 23 30' E""]]",,46 55' N 23 30' E,46 55' N 23 30' E
v1-2658-0,ARCADIA (L') ou ARCADIE,"*​ ARCADIA (L’) ou ARCADIE (Géog.)​ ville de la Morée, proche le golfe de même nom, dans la province de Belvedere. Long. 39. 30. lat. 37. 27.","[[""37 27' N 39 30' E""]]",,37 27' N 39 30' E,37 27' N 39 30' E
v1-2742-0,ARCOS,"ARCOS, (Géog.)​ ville d’Espagne, dans l’Andalousie, sur un roc au pié duquel coule la riviere de Guadalette. Long. 12. 20. lat. 36. 40.


Il y a encore une ville de même nom, dans la Castille vieille, sur la riviere de Xalon.","[[""36 40' N 12 20' E""]]",,36 40' N 12 20' E,36 40' N 12 20' E
v1-2780-0,ARENSBOURG,"*​ ARENSBOURG, (Géog.)​ ville maritime de Suede dans la Livonie, dans l’île d’Osel, sur la mer Baltique. Lon. 40. 20. lat. 58. 15.","[[""58 15' N 40 20' E""]]",,58 15' N 40 20' E,58 15' N 40 20' E
v1-2791-0,"ARÉQUIPE, ou ARIQUIPA","*​ ARÉQUIPE, ou ARIQUIPA, (Géog.)​ ville de l’Amérique méridion. dans le Pérou, sur une riviere, dans un terrein fertile. Long. 308. lat. mérid. 16. 40.","[[""16 40' S 308 E""]]",,16 40' S 308 E,16 40' S 308 O
v1-2882-0,ARIPO,"*​ ARIPO, (Géog.)​ fort en Asie, sur la côte occidentale de l’île de Ceylan, à l’embouchure de la riviere de Ceronda ; il appartient aux Hollandois ; on y pêche des perles. Long. 97. 55. lat. 8. 42.","[[""8 42' N 97 55' E""]]",,8 42' N 97 55' E,8 42' N 97 55' E
v1-2897-0,ARLES,"*​ ARLES, (Géog. anc. & mod.)​ ville de France dans le gouvernement de Provence ; elle est sur le Rhone. Long. 22. 18. lat. 43. 40. 33.","[['43 40\' 33"" N 22 18\' E']]",,"43 40' 33"" N 22 18' E","43 40' 33"" N 22 18' E"
v1-2947-0,ARNAY-LE-DUC,"*​ ARNAY-LE-DUC, (Géog.)​ ville de France, au Duché de Bourgogne, dans l’Auxois, proche la riviere d’Aroux. Long. 21. 56. lat. 47. 7.","[[""47 7' N 21 56' E""]]",,47 7' N 21 56' E,47 7' N 21 56' E
v1-2951-0,ARNHEIM,"*​ ARNHEIM, ville des Pays-Bas, dans la province de Gueldre, capitale du Véluwe, sur la droite du Rhin. Long. 23. 25. lat. 52.


Les Hollandois ont donné le même nom à la partie de la terre australe qu’ils ont découverte au midi de la nouvelle Guinée.","[[""52 N 23 25' E""]]",,52 N 23 25' E,52 N 23 25' E
v1-2971-0,ARONE ou ARONA,"*​ ARONE ou ARONA, (Géog.)​ ville d’Italie dans le territoire d’Anghiéra, au duché de Milan. Longit. 26. 5. lat. 45. 41.","[[""45 41' N 26 5' E""]]",,45 41' N 26 5' E,45 41' N 26 5' E
v1-2972-0,AROOL,"*​ AROOL, (Géog.)​ ville de l’empire Russien dans l’Uckraine, sur la riviere d’Occa, à 80 lieues nord de Moscow. Long. 55. 50. lat. 51. 48.","[[""51 48' N 55 50' E""]]",,51 48' N 55 50' E,51 48' N 55 50' E
v1-3062-0,ARROÉ,"*​ ARROÉ, (Géog.)​ petite île de Danemarck dans la mer Baltique, au nord de l’île de Dulsen, entre l’île de Fionie & le Sud-jutland. Long. 27. 20. l. 55. 20.","[[""55 20' N 27 20' E""]]",,55 20' N 27 20' E,55 20' N 27 20' E
v1-3212-0,ASOLO,"*​ ASOLO, ville d’Italie, dans le Trévisan, à la source de la riviere de Mouson. Long. 29. 30. lat. 45. 49.","[[""45 49' N 29 30' E""]]",,45 49' N 29 30' E,45 49' N 29 30' E
v1-3255-0,ASSANCALÉ,"ASSANCALÉ, ville d’Armenie, sur l’Aras & sur le chemin d’Erzeron. Long. 59. lat. 39. 46.","[[""39 46' N 59 E""]]",,39 46' N 59 E,39 46' N 59 E
v1-3353-0,ASTORGA,"*​ ASTORGA, ville d’Espagne, au royaume de Léon, sur la riviere de Tuerta. Long. 12. lat. 42. 10.","[[""42 10' N 12 E""]]",,42 10' N 12 E,42 10' N 12 E
v1-3354-0,ASTRACAN,"*​ ASTRACAN, ville de la Moscovie Asiatique,​ dans la Tartarie, capitale du royaume de même nom. Comme il n’y pleut point, on n’y seme aucun grain ; le Volga s’y déborde : depuis Astracan jusqu’à Terxi, il y a de longues bruyeres le long de la mer Caspienne, qui donnent du sel en grande quantité ; elle est située dans une île que forme le Volga. Long. 67. lat. 46. 22.","[[""46 22' N 67 E""]]",,46 22' N 67 E,46 22' N 67 E
v1-3420-0,ATHENREY,"*​ ATHENREY, ville d’Irlande, dans le comté de Gallowai. Long. 8. 40. lat. 53. 13.","[[""53 13' N 8 40' E""]]",,53 13' N 8 40' E,53 13' N 8 40' E
v1-3448-0,ATRI,"*​ ATRI, ville d’Italie, au royaume de Naples, dans l’Abruzze ultérieure. Long. 31. 38. lat. 42. 35.","[[""42 35' N 31 38' E""]]",,42 35' N 31 38' E,42 35' N 31 38' E
v1-3487-0,ATTIGNY,"*​ ATTIGNY, petite ville ou gros bourg de France, dans la Champagne, sur l’Aisne. long. 22, 17 ; lat. 49, 30.","[[""49 30' N 22 17' E""]]",,49 30' N 22 17' E,49 30' N 22 17' E
v1-3549-0,AUBETERRE,"*​ AUBETERRE (Géog.)​ ville de France, dans l’Angoumois, sur la Dronne. Longitude, 17. 40. lat. 45. 15.","[[""45 15' N 17 40' E""]]",,45 15' N 17 40' E,45 15' N 17 40' E
v1-3562-0,AUBUSSON,"*​ AUBUSSON (Géog.)​ ville de France, dans la Marche, aux confins du Limosin, sur la Creuse. Long. 19. 45. lat. 45. 58.","[[""45 58' N 19 45' E""]]",,45 58' N 19 45' E,45 58' N 19 45' E
v1-3604-0,AVESNES,"*​ AVESNES, (Géog.)​ ville des Pays-bas François, au comté de Hainaut, sur la riviere d’Hespre. Long. 21. 33. lat. 50. 10.","[[""50 10' N 21 33' E""]]",,50 10' N 21 33' E,50 10' N 21 33' E
v1-3633-0,AUGUSTOW,"AUGUSTOW, (Géog.)​ ville de Pologne, dans le duché & palatinat de Podlaquie, sur la riviere de Nareu. Long. 41. 37. lat. 53. 25.","[[""53 25' N 41 37' E""]]",,53 25' N 41 37' E,53 25' N 41 37' E
v1-3637-1,Avila,"*​ Avila, (Géog.)​ ville d’Espagne, dans la vieille Castille. Long. 13. 22. lat. 40. 35.


Il y a au Pérou, en l’Amérique méridionale, dans la province de Los Quixos, du côté de Quito, sur la riviere de Napo, une autre Avila.","[[""40 35' N 13 22' E""]]",,40 35' N 13 22' E,40 35' N 13 22' E
v1-367-0,ACERENZA ou CIRENZA,"*​ ACERENZA ou CIRENZA, s. ville du Royaume de Naples, capitale de la Basilicate sur le Branduno, au pié de l’Apennin. Longit. 33. 40. latit. 40. 48.","[[""40 48' N 33 40' E""]]",,40 48' N 33 40' E,40 48' N 33 40' E
v1-3695-0,AURACH,"*​ AURACH, (Géog.)​ ville d’Allemagne dans la partie méridionale de la Souabe, au duché de Wirtemberg, sur le ruisseau d’Ermst. Lon. 25. 4. lat. 48. 25.","[[""48 25' N 25 4' E""]]",,48 25' N 25 4' E,48 25' N 25 4' E
v1-3706-0,AURENGABAD,"AURENGABAD, ville des Indes, capitale de la province de Balagate, dans les états du Mogol. Long. 93. 30. lat. 19. 10.","[[""19 10' N 93 30' E""]]",,19 10' N 93 30' E,19 10' N 93 30' E
v1-3840-0,AZINCOURT,"*​ AZINCOURT (Géographie.)​ village des Pays-Bas, dans le comté d’Artois & le pays de Saint-Paul, remarquable par la victoire que les Anglois y remporterent sur les François, le vendredi 25 Octobre 1415. Long. 23. 20. lat. 50. 30.","[[""50 30' N 23 20' E""]]",,50 30' N 23 20' E,50 30' N 23 20' E
v1-45-0,ABANO,"*​ ABANO, s. f. petite Ville d’Italie dans la République de Venise & le Padouan. Long. 29. 40. lat. 45. 20.","[[""45 20' N 29 40' E""]]",,45 20' N 29 40' E,45 20' N 29 40' E
v1-470-0,"ACRAMAR, ou VAN","*​ ACRAMAR, ou VAN, ville & lac d’Arménie, en Asie. Lon. 62. lat. 36. 30.","[[""36 30' N 62 E""]]",,36 30' N 62 E,36 30' N 62 E
v1-474-0,ACRE,"*​ ACRE, s. (Géogr.)​ Ptolémaïde, S. Jean d’Acre, ville d’Asie, qui appartient aux Turcs, proche de Tyr. Lon. 57. lat. 32. 40.","[[""32 40' N 57 E""]]",,32 40' N 57 E,32 40' N 57 E
v1-525-0,"ADANA, ADENA","*​ ADANA, ADENA, s. ville de la Natolie sur la riviere de Chaquen. Long. 54. lat. 38. 10.","[[""38 10' N 54 E""]]",,38 10' N 54 E,38 10' N 54 E
v1-549-0,"ADENBOURG, ou ALDENBOURG","*​ ADENBOURG, ou ALDENBOURG, (Géog. mod.)​ ville d’Allemagne, cercle de Westphalie, Duché de Berg. Long. 25. lat. 51. 2.","[[""51 2' N 25 E""]]",,51 2' N 25 E,51 2' N 25 E
v1-576-0,"ADIAZZO, ADIAZZE ou AJACCIO","*​ ADIAZZO, ADIAZZE ou AJACCIO, (Geog. mod.)​ ville, port, & château d’Italie sur la côte occidentale de l’isle de Corse. Long. 26. 28. lat. 41. 54.","[[""41 54' N 26 28' E""]]",,41 54' N 26 28' E,41 54' N 26 28' E
v1-638-0,ADRA,"*​ ADRA, (Géog. mod.)​ petite ville maritime, & château fort au Royaume de Grenade. Long. 1661 -25. lat. 36. Il y a encore d’autres villes de ce nom.","[[""36 N 16 25' E""]]",,36 N 16 25' E,36 N 1661 -25 O
v1-780-0,AGATE (St),"*​ AGATE, (St) Géog.​ petite ville d’Italie au Royaume de Naples, dans la Province ultérieure. Long. 32-8. lat. 40-55.","[[""40 55' N 32 8' E""]]",,40 55' N 32 8' E,40 55' N 32 8' E
v1-836-0,AGNESTIN,"*​ AGNESTIN, (Géog.)​ ville de Transylvanie sur la riviere d’Hospach. Long. 43. 12. lat. 46. 45.","[[""46 45' N 43 12' E""]]",,46 45' N 43 12' E,46 45' N 43 12' E
v1-868-0,AGREDA,"AGREDA, (Géog.)​ ville d’Espagne dans la vieille Castille. Long. 15-54. lat. 41-53.","[[""41 53' N 15 54' E""]]",,41 53' N 15 54' E,41 53' N 15 54' E
v1-945-0,AIGUES-MORTES,"*​ AIGUES-MORTES, (Géog.)​ ville de France, dans le bas Languedoc. Long. 22. 54. lat. 43. 34.","[[""43 34' N 22 54' E""]]",,43 34' N 22 54' E,43 34' N 22 54' E
v1-958-0,AIGURANDE,"AIGURANDE, (Géog.)​ ville de France dans la Marche sur les confins du Berry. Long. 19. 35. lat. 46. 25.","[[""46 25' N 19 35' E""]]",,46 25' N 19 35' E,46 25' N 19 35' E
v1-965-0,AILESBURY,"AILESBURY, (Géog.)​ ville d’Angleterre, dans le Bukinghamshire, sur la Tamise, Long. 16. 49. lat. 51. 50.","[[""51 50' N 16 49' E""]]",,51 50' N 16 49' E,51 50' N 16 49' E
v1-983-13,Aire,*​ Aire (Géog.)​ ville de France dans la Gascogne sur l’Adour. Long. 17. 49. lat. 43. 47.,"[[""43 47' N 17 49' E""]]",,43 47' N 17 49' E,43 47' N 17 49' E
v10-1022-0,MERAGUE ou MÉRAGA,"MERAGUE ou MÉRAGA, (Géog.)​ ville de Perse dans l’Azerbiane, renommée par l’excellence des fruits de son terroir. Long. 79. 5. lat. 37. 40.","[[""37 40' N 79 5' E""]]",,37 40' N 79 5' E,37 40' N 79 5' E
v10-1080-0,MERVEROND,"MERVEROND, (Géog.)​ ville de Perse, située dans un très-bon terroir. Selon Tavernier, les géographes du pays la mettent à 88d. 40′. de long. & à 34d. 30′. de lat. (D. J.)​","[[""34 30' N 88 40' E""]]",,34 30' N 88 40' E,34 30' N 88 40' E
v10-1081-0,MERVILLE,"MERVILLE, (Géog.)​ petite ville de la Flandres françoise, sur la Lys, à 3 lieues de Cassel. Elle ap-​partient à la France depuis 1677. Long. 20. 18. lat. 50. 38.","[[""50 38' N 20 18' E""]]",,50 38' N 20 18' E,50 38' N 20 18' E
v10-1282-0,MIA ou MIJAH,"MIA ou MIJAH, (Géogr.)​ ville du Japon, dans la province d’Owari, sur la côte méridionale de l’île de Niphon, avec un palais fortifié, & regardé comme troisieme de l’empire. Long. 153. 55. lat 35.","[[""35 N 153 55' E""]]",,35 N 153 55' E,35 N 153 55' E
v10-1283-0,MIAFARKIN,"MIAFARKIN, (Géog.)​ ville du Courdistan. Long. selon Petit de la Croix, 75. lat. 38. (D. J.)​​",[['38 N 75 E']],,38 N 75 E,38 N 75 E
v10-1338-1,"Miguel, Saint-","Miguel, Saint- (Géogr.)​ ville de l’Amérique méridionale au Pérou, dans le gouvernement de Quinto, dans la vallée de Pivra. C’est la premiere colonie que les Espagnols aient eu dans ce pays là ; elle est à l’embouchure de la riviere de Catamayo, à 130 lieues de Quinto. Longit. 297. latit. méridion. 5.",[['5 S 297 E']],,5 S 297 E,5 S 297 O
v10-1345-0,MILA,"MILA, (Géogr.)​ ville d’Afrique au royaume de Tunis, dans la province constantine. Elle étoit autrefois considérable, & est tombée en ruines. Long. selon le P. Gaubil, 91. 53. lat. 28. 40. (D. J.)​","[[""28 40' N 91 53' E""]]",,28 40' N 91 53' E,28 40' N 91 53' E
v10-1350-0,MILAZZO,"MILAZZO, (Géog.)​ c’est le Mylæ des anciens ; ville de Sicile, dans le Val-de-Démone, sur la côte septentrionale de cette province. On la divise en ville haute fortifiée, & en ville basse, qui n’a ni murailles, ni fortifications. Milazzo est située sur la rive occidentale du golfe, auquel elle donne son nom, à 7 lieues N. O. de Messine. Long. 33. 10. lat. 38. 32. (D. J.)​","[[""38 32' N 33 10' E""]]",,38 32' N 33 10' E,38 32' N 33 10' E
v10-1406-0,MINDANAO,"MINDANAO, (Géogr.)​ grande île des Indes orientales, l’une des Philippines la plus méridionale & la plus grande après Manille. Sa figure est triangulaire : elle a environ 250 lieues de tour. On y compte plusieurs rivieres navigables, dont les plus fameuses sont Bukayen & Butuan. La plûpart des habitans sont idolâtres, & les autres mahométans. Dampier a peint leur figure ; il dit qu’ils ont la taille médiocre, les membres petits, le corps droit, la tête menue, le visage ovale, le front applati, les yeux noirs & peu fendus, le nez court la bouche assez grande, les levres petites & rouges, le teint tanné, les cheveux noirs & lisses. Mais il y a dans cette île quelques peuples noirs, comme les Ethiopiens ; ils sont sauvages, & vont tout nuds. La ville de Mindanao est la capitale de tout le pays ; elle est située sur la côte occidentale. Sa long. selon M. de Lisle, est 144. latit. 7. (D. J.)​",[['7 N 144 E']],,7 N 144 E,7 N 144 E
v10-1408-0,MINDEN,"MINDEN, (Géog.)​ ville d’Allemagne au cercle de Westphalie, capitale de la province de même nom sur le Wéser, avec un pont qui fait un grand passage, & la rend commerçante. Elle appartient à l’électeur de Brandebourg, qui en a sécularisé l’évêché. Elle est dans une situation avantageuse, à 11 lieues S. E. d’Osnabruck, 15 O. de Hannover, 15 N. E. de paderborn. Long. 26. 40. lat. 52. 23.","[[""52 23' N 26 40' E""]]",,52 23' N 26 40' E,52 23' N 26 40' E
v10-1429-0,"MINIATO, Saint","MINIATO, Saint, (Géogr.)​ ville de Toscane en Italie, dans le Florentin, avec un évêché suffragant de Florence. Elle est sur l’Arno, à 8 lieues S. O. de Florence. Long. 28. 30. lat. 43. 40. (D. J.)​","[[""43 40' N 28 30' E""]]",,43 40' N 28 30' E,43 40' N 28 30' E
v10-1463-0,MIOLANS,"MIOLANS, (Géogr.)​ forteresse de Savoie dans la vallée de Barcelonette ; elle est sur un roc escarpé, vis-à-vis du confluent de l’Arche & de l’Isère. Long. 33. 25. lat. 45. 35. (D. J.)​","[[""45 35' N 33 25' E""]]",,45 35' N 33 25' E,45 35' N 33 25' E
v10-1474-2,Miranda do Duero,"Miranda do Duero, (Géog.)​ on l’appelloit anciennement Contia ou Contium, ville forte de Portugal, capitale de la province de Tra-los-Montes, avec un évêché suffragant de Brague. Elle est sur un roc, au confluent du Duero & du Fresne, à 33 lieues S. O. de Léon, 15 N. O. de Salamanque, 12 S. E. de Bragance, 83 N. E. de Lisbonne. Long. 11. 55. lat. 41. 30. (D. J.)​","[[""41 30' N 11 55' E""]]",,41 30' N 11 55' E,41 30' N 11 55' E
v10-1476-0,"MIRANDOLE, la, ou la MIRANDE","MIRANDOLE, la, ou la MIRANDE, (Géog.)​ forte ville d’Italie, capitale du duché de même nom, qui est entre les duchés de Mantoue & de Modène. Les François & les Espagnols furent défaits près de cette place par les Allemands en 1703. Les François la prirent en 1705, & l’évacuerent en 1707. L’empereur Charles VI. la vendit avec le duché au duc de Modene. Le roi de Sardaigne s’en empara en 1743. Elle a été rendue avec le duché, en 1748, au duc de Modene par le traité d’Aix-la-Chapelle. Elle est à 7 lieues N. E. de Modene, 9 S. E. de Mantoue, 10 O. de Ferrare, 34 S. E. de Milan. Long. 28. 40. lat. 44. 52.


Mais si la ville de la Mirandole est connue par ses vicissitudes, elle l’est encore davantage par un de​ses princes souverains qui porta son nom. On voit que je veux parler de Jean-François Pic de la Mirandole, qui, dès sa tendre jeunesse, fut un prodige d’étude & de savoir. Le goût des Sciences fut si grand en lui, qu’il prit le parti de renoncer à la principauté de sa patrie, & de se retirer à Florence où il mourut en 1494.


Il est extraordinaire que ce prince qui avoit étudié une vingtaine de langues, ait pû à vingt-quatre ans soutenir des thèses sur tous les objets de sciences connues dans son siecle. Il est vrai que les sciences de ce tems-là se bornoient presque toutes à la connoissance de la somme de saint Thomas-d’Aquin, & des ouvrages d’Albert surnommé le Grand, c’est à-dire, à un jargon inintelligible de théologie péripatéticienne. Pic de la Mirandole étoit bien malheureux, avec son beau génie, d’avoir consumé ses veilles & abrégé ses jours dans ces graves démences.


Cependant, dit M. de Voltaire, les thèses qu’il soutint firent plus de bruit, & eurent plus d’éclat que n’en ont eu de nos jours les découvertes de Newton, & les vérités approfondies par Locke. On trouva dans ces thèses plusieurs propositions hérétiques, fausses & scandaleuses ; mais n’en trouve-t-on pas par-tout où l’on veut en trouver ? Enfin, il fallut que le pape Alexandre VI. qui du-moins avoit le mérite de mépriser les disputes, envoyât une absolution à Pic de la Mirandole. Sans cette absolution, c’étoit un homme perdu. Il eût été heureux pour lui d’avoir laissé la philosophie péripatéticienne pour les beautés agréables de Virgile, du Dante, & de Petrarque. (D. J.)​","[[""44 52' N 28 40' E""]]",,44 52' N 28 40' E,44 52' N 28 40' E
