id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v1-1861-1,Ancone,"*​ Ancone, (Geog. mod.)​ capitale de la Marche d’Ancone, sur la mer. long. 31. 15. lat. 43. 36.","[[""43 36' N 31 15' E""]]",,43 36' N 31 15' E,43 36' N 31 15' E
v1-1912-0,ANDRO,"*​ ANDRO, (Géog. mod.)​ île & ville de la Turquie en Europe, l’une des Cyclades dans l’Archipel. Long. 43. lat. 37. 50.","[[""37 50' N 43 E""]]",,37 50' N 43 E,37 50' N 43 E
v1-1944-3,"Ange, (Saint)","*​ Ange, (Saint) (Géog. mod.)​ ville d’Italie au royaume de Naples, dans la Capitanate. Long 33-38. lat. 41-43.


Il y a en Italie deux autres villes du même nom ; l’une dans la principauté ultérieure, au royaume de Naples, l’autre dans les terres du Pape & le duché d’Urbin.


Il y a encore deux châteaux appellés Château-Saint-Ange ; l’un à Rome qui n’est pas fort, l’autre à Malte qui passe pour imprenable.","[[""41 43' N 33 38' E""]]",,41 43' N 33 38' E,41-43 N 33-38 E
v1-1986-0,ANGOULEME,"*​ ANGOULEME, (Géog. mod.)​ ville de France, capitale de l’Angoumois, sur le sommet d’une montagne, au pié de laquelle coule la Charante, Long. 17d48′47″. lat. 45d39′3″.","[['45 39\' 3"" N 17 48\' 47"" E']]",,"45 39' 3"" N 17 48' 47"" E","45 39' 3"" N 17 48' 47"" E"
v1-2035-0,ANNAN,"*​ ANNAN, (Géog. mod.)​ ville, château & riviere de l’Ecosse meridionale, province d’Annandale. Long. 14. lat. 55. 10.","[[""55 10' N 14 E""]]",,55 10' N 14 E,55 10' N 14 O
v1-2201-0,"ANTIOCHE, ou ANTAKIA","*​ ANTIOCHE, ou ANTAKIA, (Géog. anc. & mod.)​ ville ancienne & célebre de Syrie ; il n’en reste presque plus que des ruines. Elle étoit sur l’Oronte, aujourd’hui l’Assi. Long. 55. 10. lat. 36. 20.","[[""36 20' N 55 10' E""]]",,36 20' N 55 10' E,36 20' N 55 10' E
v1-2508-0,APREMONT,"*​ APREMONT, (Géog. mod.)​ petite ville de France dans le Poitou, généralité de Poitiers. Lon. 15. 52. lat. 46. 45.","[[""46 45' N 15 52' E""]]",,46 45' N 15 52' E,46 45' N 15 52' E
v1-2553-0,AQUINO,"*​ AQUINO (Géog. anc. & mod.)​ ville d’Italie, au royaume de Naples, dans la terre de Labour. Long. 31. 23. lat. 41. 32.","[[""41 32' N 31 23' E""]]",,41 32' N 31 23' E,41 32' N 31 23' E
v1-2569-0,ARACAN,"* ARACAN, (Géog. mod.) royaume maritime des Indes proche l'embouchure du Gange, borné au midi par le golfe de Bengale, à l'orient & au septentrion par le royaume d'Ava, à l'occident par le royaume de Bengale. La ville d'Aracan, située sur la riviere de même nom, est la capitale de tout le royaume. Long. 110-30. lat. 20-30. Le commerce d'Aracan n'est pas fort considérable. Pour celui de Pégu il vaut mieux : on y porte des tolles, des mouchoirs, du poivre, de la canelle, de la muscade, des bois odoriférans, & on en tire du gingembre, de l'or, de l'argent, des pierreries & des perles. La maniere dont on y commerçoit dans les commencemens étoit assez singuliere. Les marchés se faisoient sans mot dire : l'acheteur & le vendeur se donnoient la main couverte d'un mouchoir, & ils convenoient de prix par le mouvement des doigts. Voilà un excellent moyen pour prevenir les encheres.","[[""20 30' N 110 30' E""]]",,20 30' N 110 30' E,20 30' N 110 30' E
v1-2625-0,ARBE,"*​ ARBE, (Géog. mod.)​ ville de la république de Venise, dans l’île de même nom, près des côtes de Dalmatie. Long. 32. 54. lat. 44. 55.","[[""44 55' N 32 54' E""]]",,44 55' N 32 54' E,44 55' N 32 54' E
v1-2647-0,ARBOURG,"*​ ARBOURG (Géog.)​ ville de Suisse, dans le canton de Berne, dans l’Argow, au bord de l’Aar. Long. 25. 25. lat. 47. 10.","[[""47 10' N 25 25' E""]]",,47 10' N 25 25' E,47 10' N 25 25' E
v1-2763-1,Ardes,"*​ Ardes, (Géog.)​ ville de France dans la basse-Auvergne, chef-lieu du duché de Mercœur. Longit. 20 40. lat. 45. 22.","[[""45 22' N 20 40' E""]]",,45 22' N 20 40' E,45 22' N 20 40' E
v1-2804-0,AREZZO,"*​ AREZZO, (Géog.)​ ancienne ville d’Italie, dans la Toscane, & le territoire de Florence. Long. 29. 32. lat. 43. 27.","[[""43 27' N 29 32' E""]]",,43 27' N 29 32' E,43 27' N 29 32' E
v1-2861-0,ARHUS ou ARHUSEN,"*​ ARHUS ou ARHUSEN, ville de Danemarck dans le nord Jutland, capitale du diocese d’Arhus, au bord de la mer Baltique, à l’embouchure de la riviere de Gude qui la traverse. Long. 27. 30. lat. 56. 10.","[[""56 10' N 27 30' E""]]",,56 10' N 27 30' E,56 10' N 27 30' E
v1-2899-0,ARLEUX,"*​ ARLEUX, petite & ancienne ville des Pays-Bas dans le Cambresis, sur les confins de la Flandre & du Hainaut. Long. 20. 46. lat. 50. 17.","[[""50 17' N 20 46' E""]]",,50 17' N 20 46' E,50 17' N 20 46' E
v1-2903-0,ARMAGH,"*​ ARMAGH, ville d’Irlande dans la province d’Ultonie & dans le comté d’Armagh ; elle est sur la riviere de Kalin. Long. 10. 46. lat. 54.","[[""54 N 10 46' E""]]",,54 N 10 46' E,54 N 10 46' O
v1-2943-0,ARMYDEN,"*​ ARMYDEN, (Géog.)​ ville des Provinces-Unies des Pays-Bas, dans l’île de Valcheren. Long. 21. 10. lat. 51. 30.","[[""51 30' N 21 10' E""]]",,51 30' N 21 10' E,51 30' N 21 10' E
v1-2959-0,ARNSTAD,"*​ ARNSTAD, petite ville d’Allemagne, dans la Thuringe, sur la riviere de Gera. Long. 28. 33. lat. 50. 54.","[[""50 54' N 28 33' E""]]",,50 54' N 28 33' E,50 54' N 28 33' E
v1-3006-0,ARQUES,"*​ ARQUES, (Géog.)​ petite ville de France, en Normandie, au pays de Caux, sur la petite riviere d’Arques. Long. 18. 50. lat. 49. 54.","[[""49 54' N 18 50' E""]]",,49 54' N 18 50' E,49 54' N 18 50' E
v1-3084-0,"ARTA, (L')","*​ ARTA, (l’) Géog.​ ville de la Turquie Européenne, dans la basse Albanie, proche la mer, sur la riviere d’Afdhas. Lon. 39. lat. 39. 28.","[[""39 28' N 39 E""]]",,39 28' N 39 E,39 28' N 39 E
v1-3145-0,ASAD-ABAD ou ASED-ABAD,"*​ ASAD-ABAD ou ASED-ABAD, ville d’Asie en Perse, dans l’Irac-Agemi. Long. 66. 5. lat. 36. 20.","[[""36 20' N 66 5' E""]]",,36 20' N 66 5' E,36 20' N 66 5' E
v1-3169-0,ASCHBOURKAN ou ASCHFOURKAN,"*​ ASCHBOURKAN ou ASCHFOURKAN, ville de la province de Chorasan. Long. 100. & lat. 36. 45.","[[""36 45' N 100 E""]]",,36 45' N 100 E,36 45' N 100 E
v1-3210-0,ASNA,"*​ ASNA, (Géog. anc. & mod.)​ ville de l’Egypte, sur le Nil ; on prétend que c’est l’ancienne Syenne. Long. 49. 10. lat. 38. 15.","[[""38 15' N 49 10' E""]]",,38 15' N 49 10' E,38 15' N 49 10' E
v1-3227-0,ASPEROSA,"*​ ASPEROSA, ville de la Turquie en Europe, dans la Romanie, sur la côte de l’Archipel. Lon. 42. 50. lat. 40. 58.","[[""40 58' N 42 50' E""]]",,40 58' N 42 50' E,40 58' N 42 50' E
v1-3390-0,ATACAMA,"*​ ATACAMA, (Géog. mod.)​ port de mer, dans l’Amérique méridionale, au Pérou, proche le tropique du Capricorne ; il y a un desert & des montagnes du même nom. Les montagnes séparent le Pérou du Chili ; il y fait si froid, que quelquefois on y meurt gelé. Le port est à 309d. 10′. de long. & 20. 30. de lat. mérid.","[[""20 30' S 309 10' E""]]",,20 30' S 309 10' E,20 30' S 309 10' O
v1-3392-0,ATALAVA,"*​ ATALAVA, petite ville de Portugal, dans l’Estramadure, proche le Tage. Long. 10. 5. lat. 39. 25.","[[""39 25' N 10 5' E""]]",,39 25' N 10 5' E,39 25' N 10 5' O
v1-3406-0,ATH,"*​ ATH, (Géog.)​ ville des Pays-bas dans le comté d’Hainaut, sur la Denre. Long. 21. 30. latit. 50. 35.","[[""50 35' N 21 30' E""]]",,50 35' N 21 30' E,50 35' N 21 30' E
v1-3427-0,ATHLONE,"*​ ATHLONE, (Géog.)​ ville d’Irlande, au comté de Roscommon, & sur le Shannon. Long. 9. 30. lat. 53. 20.","[[""53 20' N 9 30' E""]]",,53 20' N 9 30' E,53 20' N 9 30' O
v1-3524-0,AVALON,"*​ AVALON (Géographie.)​ ville de France en Bourgogne, dans l’Auxois, sur le Cousain. Long. 21. 22. lat. 47. 28.


Il y a dans l’île de Terre-Neuve, Amérique septentrionale, une province de même nom.","[[""47 28' N 21 22' E""]]",,47 28' N 21 22' E,47 28' N 21 22' E
v1-3557-0,AUBONNE,"*​ AUBONNE (Géog.)​ ville de Suisse, au canton de Berne sur la riviere de même nom, dans le pays de Vaux. Long. 23. 57. lat. 48. 30.","[[""48 30' N 23 57' E""]]",,48 30' N 23 57' E,48 30' N 23 57' E
v1-3564-0,AUCH,"*​ AUCH (Géog.)​ ville de France, capitale du comté d’Armagnac, & métropole de toute la Gascogne, proche la riviere de Gers. Long. 18. 10. lat. 43. 40.","[[""43 40' N 18 10' E""]]",,43 40' N 18 10' E,43 40' N 18 10' E
v1-3585-0,AVENCHE ou AVANCHE,"*​ AVENCHE ou AVANCHE (Géographie.)​ ville de​ Suisse, au canton de Berne. Long. 24. 37. lat. 46. 50.","[[""46 50' N 24 37' E""]]",,46 50' N 24 37' E,46 50' N 24 37' E
v1-3596-0,AVERSE,"*​ AVERSE, (Géog.)​ ville d’Italie, au royaume de Naples, dans la terre de labour. Long. 31. 50. lat. 41.","[[""41 N 31 50' E""]]",,41 N 31 50' E,41 N 31 50' E
v1-3761-0,AUTUN,"*​ AUTUN, (Géog.)​ ville de France au duché de Bourgogne, au pié de trois grandes montagnes, proche de l’Aroux. Long. 21. 58. 8. lat. 45. 56. 46.","[['45 56\' 46"" N 21 58\' 8"" E']]",,"45 56' 46"" N 21 58' 8"" E","45 56' 46"" N 21 58' 8"" E"
v1-3767-0,AUVILLARD,"*​ AUVILLARD (Géograghie.)​ ville de France, en Gascogne, dans la Lomagne, proche de la Garonne. Long. 18. 40. lat. 44. 7.","[[""44 7' N 18 40' E""]]",,44 7' N 18 40' E,44 7' N 18 40' E
v1-3777-0,AUXONNE,"*​ AUXONNE, ville de France au duché de Bourgogne, sur la Saonne. Long. 23. 3. 55. lat. 47. 11. 24.","[['47 11\' 24"" N 23 3\' 55"" E']]",,"47 11' 24"" N 23 3' 55"" E","47 11' 24"" N 23 3' 55"" E"
v1-3825-0,AZAY,"*​ AZAY, (Géog.)​ petite ville de France dans la Touraine, sur l’Indre. Long. 18. 5. lat 47. 18.","[[""47 18' N 18 5' E""]]",,47 18' N 18 5' E,47 18' N 18 5' E
v1-463-0,ACQUI,"*​ ACQUI, s. ville d’Italie, Duc. de Monferrat, sur la Bormia. Long. 26. 5. lat. 44. 40.","[[""44 40' N 26 5' E""]]",,44 40' N 26 5' E,44 40' N 26 5' E
v1-825-0,AGNADEL,"*​ AGNADEL, (Géog.)​ village du Milanez, dans la terre de Crémone, sur un canal entre l’Adda & Serio. Long. 27. lat. 45. 10.","[[""45 10' N 27 E""]]",,45 10' N 27 E,45 10' N 27 E
v1-85-0,ABBEVILLE,"*​ ABBEVILLE, ville considérable de France, sur la riviere de Somme qui la partage, dans la Basse-Picardie, capitale du Comté de Ponthieu. Long. 19 d. 19′. 40″. lat. trouvée de 50 d. 6′. 55″. par M. Cassini en 1688. Voyez Hist. Acad. page 56.","[['50 6\' 55"" N 19 19\' 40"" E']]",,"50 6' 55"" N 19 19' 40"" E","50 6' 55"" N 19 19' 40"" E"
v1-855-0,AGOSTA,"*​ AGOSTA, (Géog.)​ ville de Sicile, & port. Long. 33. lat. 37. 17.","[[""37 17' N 33 E""]]",,37 17' N 33 E,37 17' N 33 E
v1-875-0,AGRIA,"*​ AGRIA (Géog.)​ en Allemagne, ville de la haute Hongrie sur la riviere d’Agria. Longitude 37. lat. 47. 30.","[[""47 30' N 37 E""]]",,47 30' N 37 E,47 30' N 37 E
v1-907-0,AHUN,"*​ AHUN, petite ville de France dans la haute-Marche, Généralité de Moulins. Long. 19. 38. lat. 49. 5.","[[""49 5' N 19 38' E""]]",,49 5' N 19 38' E,49 5' N 19 38' E
v1-983-14,Aire,"*​ Aire, (Géog.)​ ville des Pays-Bas, comté d’Artois. Long. 20d3′28″. lat. 50d38′18″.","[['50 38\' 18"" N 20 3\' 28"" E']]",,"50 38' 18"" N 20 3' 28"" E","50 38' 18"" N 20 3' 28"" E"
v10-1019-37,Mer rouge,"Mer rouge, (Géog.)​ Oceanus ruber dans Horace ; golfe de l’Océan méridional, qui sépare l’Afrique de l’Asie, & s’engage dans les terres entre la côte d’Abeck, l’Egypte & l’Arabie, depuis le dé-​troit de Babel-Mandel, jusqu’à l’isthme de Suez.


Les anciens l’ont nommé sinus Arabicus, le golfe d’Arabie, parce que les Arabes en ont occupé les deux côtés. L’Ecriture-sainte l’appelle la mer du suph, c’est-à-dire la mer du jonc, à cause de la grande quantité de joncs, ou de mousse de mer, qui se trouve dans son fonds & sur ses bords. Les Turcs la nomment la mer de Suez, & plus communément la mer de la Meque, parce que cette ville, pour laquelle ils ont une singuliere vénération, est située près de cette mer.


On est en peine de savoir d’où vient ce nom de mer rouge. Pline liv. VI. c. 28, Strabon liv. XVI. pag. 520, & Quinte-Curse liv. X. avancent, sans aucune preuve, qu’on nomma cette mer Rouge, en grec Erythrea, d’un certain roi Erythros qui regna dans l’Arabie. Les modernes ont à leur tour cherché plusieurs étymologies de ce nom dont les plus savantes sont apparemment les moins vraies. Il en est de cette mer, comme de la mer Blanche, la mer Bleue, la mer Noire, la mer Vermeille, la mer Verte, &c. le hasard, la fantaisie, ou quelque événement particulier, a produit ces noms bizarres, qui ont ensuite fourni matiere à l’érudition des critiques.


Il est plus important de remarquer que l’on a quelquefois étendu le nom de mer Rouge au sein Persique & à la mer des Indes ; faute de cette attention, les interpretes ont repris fort mal-à-propos, plusieurs endroits des anciens auteurs qu’ils n’ont pas entendus.


M. de Lisle place la situation de la mer Rouge, selon sa longueur, à 51 degrés du méridien de Paris. Abulféda a donné la description la plus détaillée & la plus exacte de cette mer, qu’il nomme mer de Kolsum, parce que cette ville est située à l’extrémité de sa côte septentrionale, sous le 23. 45. de latitude.


Tout le monde sait le fameux miracle du passage de la mer rouge, lorsque le Seigneur ouvrit cette mer, la dessécha, & y fit passer à pié sec les Israélites, au nombre de six cent mille hommes, sans compter les vieillards, les femmes & les enfans.


Divers critiques, versés dans la connoissance du génie des langues orientales, ont cru pouvoir interpréter simplement le texte de l’Ecriture, quelque formel qu’il paroisse. Ils ont dit que Moïse, qui avoit été long-tems sur la mer Rouge dans le pays de Madian, ayant observé qu’elle avoit son flux & reflux reglé comme l’Océan, avoit sagement profité du tems du reflux, pour faire passer le peuple hébreu ; & que les Egyptiens qui ignoroient la nature de cette mer, s’y étant témérairement engagés dans le tems du flux, furent enveloppés dans ses eaux, & périrent tous, comme dit l’historien sacré. C’est du moins ainsi que les prêtres de Memphis le racontoient, au rapport d’Artapane, apud Euseb. præpar. liv. IV. c. xvij.


Josephe dans ses antiq. liv. II. ch. dernier, après avoir rapporté l’histoire du passage de la mer rouge, telle que Moïse l’a racontée, ajoute qu’on ne doit pas regarder ce fait comme impossible, parce que Dieu peut avoir ouvert un passage aux Hébreux, à travers les eaux de cette mer, comme il en ouvrit un, long-tems après, aux Macédoniens conduits par Alexandre, lorsqu’ils passerent la mer de Pamphilie. Or les historiens qui ont parlé de ce passage des Macédoniens, disent qu’ils entrerent dans la mer, & en cotoyerent les bords, en marchant tout le jour dans l’eau jusqu’à la ceinture. Arrien lib. I. de exped. Alexandri, remarque qu’on n’y sauroit passer quand le vent du midi soufle ; mais que le vent s’étant changé tout-à-coup, donna aux soldats le moyen d’y passer sans péril. C’est peut-être la réflexion de Josephe qui a fait croire à quelques anciens,​ & à divers modernes, à S. Thomas par exemple, à Tostat, à Grotius, à Paul de Burgos, à Génébrad, à Vatable & à plus d’un rabin, que les Israélites ne passerent pas la mer Rouge d’un bord à l’autre ; mais seulement qu’ils la cotoyerent, & remonterent pendant le flux, de l’endroit où ils étoient à un autre endroit un peu plus haut, en faisant comme un demi-cercle dans la mer.


On ne manque pas de savans qui se sont attachés à refuter cette opinion. Voyez les principaux commentateurs de l’Ecriture sur l’Exode, ch. xiv. Voyez en particulier la dissertation de M. Leclerc, & celle de dom Calmet, sur le passage de la mer Rouge. (D. J.)​","[[""23 45' N 51 E""]]",['Paris'],23 45' N 51 E,23 45' N | 51 E
v10-103-0,MANICA,"MANICA, (Géog.)​ contrée d’Afrique dans la Cafrerie. Il y a royaume, riviere, ville & mines de ce nom. La riviere est la même que celle de Laurent Marquez. Elle a sa source dans les montagnes de Lupara, vers les 42. 30. de longit. & par le 20. de lat. méridionale ; elle se perd dans un petit golfe, qui forme l’île d’Inhaqua. Le royaume s’étend à l’orient & au nord de cette riviere. Le roi du pays s’appelle Chicanga. Manica ou Magnica est sa ville capitale, & la seule qu’on connoît. Au midi de cette ville sont des mines d’or, connues sous le nom de mines de Manica. (D. J.)​","[[""20 S 42 30' E""]]",,20 S 42 30' E,20 S 42 30' E
v10-1033-0,MERCOEUR,"MERCŒUR, (Géog.)​ en latin moderne Mercorium, petite ville de France en Auvergne, avec titre de duché érigé en 1569 par Charles IX. en faveur de Nicolas de Lorraine. M. le prince de Conti en est aujourd’hui le seigneur. Mercœur est situé au pié des montagnes près d’Ardes, à 8 lieues de Clermont. Long. 20. 45. lat. 45. 46. (D. J.)​","[[""45 46' N 20 45' E""]]",,45 46' N 20 45' E,45 46' N 20 45' E
v10-1041-0,MERECZ,"MERECZ, (Géog.)​ ville du grand duché de Lithuanie, au confluent de la Meretz & du Mémen, à 12 lieues N. E. de Grodno, 19 S. E. de Vilna. Long. 43. 2. lat. 53. 55.","[[""53 55' N 43 2' E""]]",,53 55' N 43 2' E,53 55' N 43 2' E
v10-1083-0,MERY-SUR-SEINE,"MERY-SUR-SEINE, (Géog.)​ petite ville de France dans la Champagne, à 5 lieues au-dessous de Troyes. Il y a un bailliage royal, & un prieuré de l’ordre de S. Benoit. Long. 21. 40. lot. 48. 15.","[[""48 15' N 21 40' E""]]",,48 15' N 21 40' E,48 15' N 21 40' E
v10-1126-0,MESSINE,"MESSINE, (Géog.)​ en latin Messana, mot auquel nous renvoyons le lecteur. Messine est une très ancienne ville de Sicile, dans la partie orientale du Val de Démona sur la côte du Fare de Messine, vis-à-vis du continent de l’Italie, au midi occidental du fort de Faro.


Elle a un archevêché, une citadelle qui la commande, un vaste & magnifique port, qui la rendroit commerçante, si l’on savoit profiter de sa position ; mais elle ne brille que par ses monasteres. On y comptoit 80 mille habitans avant les vêpres siciliennes, on n’en compteroit pas aujourd’hui la moitié. Elle dispute avec Palerme le titre de capitale, le procès n’est point jugé, & le vice-roi de Sicile demeure six mois dans l’une, & six mois dans l’autre.


Elle est située sur la mer, au pié, & sur la pente de plusieurs collines qui l’entourent, à 40 lieues E. de Palerme, 17 N. E. de Catane, 100 S. E. de Rome, 60 S. E. de Naples. Long. selon de la Hire & des Places, 33, 47′, 45″, lat. 38, 21.


Cette ville est la patrie de quelques gens de lettres, dont les noms obscurs ne doivent point entrer dans l’Encyclopédie ; mais l’Italie a connu la peinture à l’huile par un de ses citoyens. Van Eyk de Bruges, inventeur de cette peinture, en confia le secret à Antoine de Messine, de qui le Bellin sut l’arracher par stratageme, & alors ce ne fut plus un mystere pour tous les peintres. (D. J.)​","[['38 21\' N 33 47\' 45"" E']]",,"38 21' N 33 47' 45"" E","38 21' N 33 47' 45"" E"
v10-1246-0,"MEULAN, Mellentum, ou Medlintum","MEULAN, Mellentum, ou Medlintum, (Géogr.)​ petite ville de l’Isle de France, bâtie en forme d’amphithéâtre sur la Seine. C’est une ville ancienne, puisque dans les premiers siecles de la monarchie elle a été le partage d’un fils de France, que l’on nommoit le comte Galeran de Meulan. Elle est régie conjointement avec Mantes par une même coutume particuliere, qui fut rédigée en 1556. Sa situation est à 3 lieues de Mantes & de Poissy, & à 8 au-dessous de Paris. Long. 19. 32. lat. 49. 1. (D. J.)​","[[""49 1' N 19 32' E""]]",,49 1' N 19 32' E,49 1' N 19 32' E
v10-1262-0,MEXAT-OCEM ou RERBESA,"MEXAT-OCEM ou RERBESA, (Géog.)​ ville de Perse, dans l’Irac-Rabi. Elle prend son nom d’une mosquée dédiée à Ocem, fils d’Aly. Elle est dans un terroir fertile, sur l’Euphrate. Long. 62. 40. lat. 32. 20. (D. J.)​","[[""32 20' N 62 40' E""]]",,32 20' N 62 40' E,32 20' N 62 40' E
v10-1295-3,Michel Saint,"Michel Saint, (Géog.)​ ville de l’Amérique septentrionale, dans la nouvelle Espagne, dans la province de Méchoacan ; elle est à 140 lieues de México. Long. 274. 40. lat. 21. 35. (D. J.)​","[[""21 35' N 274 40' E""]]",,21 35' N 274 40' E,21 35' N 274 40' O
v10-1329-0,MIGANA,"MIGANA, (Géog.)​ ville d’Afrique dans la province de Bugie, au royaume de Trémecen. Elle est à 4 lieues de la montagne de La-Abez. Ptolomée en parle sous le nom de Lare, & lui donne 17. 30. de long. & 30. 40. de latitude. (D. J.)​","[[""30 40' N 17 30' E""]]",,30 40' N 17 30' E,30 40' N 17 30' E
v10-1338-0,"MIGUEL, Saint","MIGUEL, Saint- (Géogr.)​ ville de l’Amérique dans la nouvelle Espagne, dans la province de Guatimala, sur une petite riviere à 60 lieues de Guatimala. Long. 289. 50 lat. 13.","[[""13 N 289 50' E""]]",,13 N 289 50' E,13 N 289 50' O
v10-1409-0,MINDORA,"MINDORA, (Géogr.)​ île de la mer des Indes, une des Philippines, à 18 lieues de Luçon. Elle a 20 lieues de tour, & une petite ville nommée Baco. Elle est remplie de montagnes qui abondent en pal-​miers. Les habitans sont tous idolâtres, & payent tribut aux Espagnols à qui l’île appartient. Long. 135. latit. 13. (D. J.)​",[['13 N 135 E']],,13 N 135 E,13 N 135 E
v10-1446-0,MINORBINO,"MINORBINO, (Géog.)​ petite ville d’Italie au royaume de Naples, dans la terre de Bari, avec un évêché suffragant de Bari, à 8 lieues N. O. de Cirenza. Long. 33. 45. latit. 40. 30. (D. J.)​","[[""40 30' N 33 45' E""]]",,40 30' N 33 45' E,40 30' N 33 45' E
v10-1474-3,Miranda de Ebro,"Miranda de Ebro, (Géog.)​ petite ville d’Espagne dans la vieille Castille. Elle est dans un terroir fertile en excellent vin, sur les deux bords de l’Ebre qui la traverse, sous un pont, à 64 lieues N. de Madrid, 14 S. O. de Bilbao. Long. 14. 25. lat. 42. 52. (D. J.)​","[[""42 52' N 14 25' E""]]",,42 52' N 14 25' E,42 52' N 14 25' O
v10-1475-0,"MIRANDE, la","MIRANDE, la, (Géog.)​ pauvre petite ville de France en Gascogne, capitale du comté d’Astarac. Elle fut bâtie en 1289, sur la Baise, à 6 lieues S. O. d’Ausch, 160 S. O. de Paris. Long. 17. 56. lat. 42. 33. (D. J.)​","[[""42 33' N 17 56' E""]]",,42 33' N 17 56' E,42 33' N 17 56' E
v10-1481-0,MIREMONT,"MIREMONT, (Géog.)​ petite ville ou plutôt bourg de France dans le Périgord, proche la Vézere, à 6 lieues de Sarlat, à 8 de Périgueux. On voit auprès une grande caverne appellée Cluseau, fort célebre dans le pays. Long. 18. 26. lat. 45. 12. (D. J.)​","[[""45 12' N 18 26' E""]]",,45 12' N 18 26' E,45 12' N 18 26' E
v10-1555-0,MITTAU,"MITTAU, (Géog.)​ petite ville du duché de Curlande, capitale de la Sémigalle & de la Curlande. Les Suédois la prirent en 1701, & les Moscovites en 1706. Elle est sur la riviere de Bodler, à 8 lieues S. O. de Riga, 96 N. de Varsovie. Long. 41. 45. lat. 56. (D. J.)​","[[""56 N 41 45' E""]]",,56 N 41 45' E,56 N 41 45' E
